"name","type","typecode","address","location","location_geo","pname","cityname","tel","photos"
"恒强商务酒店","住宿服务;宾馆酒店;宾馆酒店","100100","南涧路","100.215581,25.573332","{""coordinates"":[100.215581,25.573332],""type"":""Point""}","云南省","大理白族自治州","13887218155;0872-2178833;15087286952","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/cf9187531ddfcc1e2b01ef86154da662""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/bc1ad3056b69dcb7374ae3c31cd5296a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/1210cf785c8a0c9341423d9a911408c2""}]"
"一步之遥海景客栈","住宿服务;旅馆招待所;旅馆招待所","100200","龙下登2组182号","100.208971,25.691097","{""coordinates"":[100.208971,25.691097],""type"":""Point""}","云南省","大理白族自治州","0872-3063130;13887273335;0872-8885268","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/849a611aab2512e113318efecee0a0d5""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/f1eccf2a7be65a3d7fdab0d38442ec8a""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/8205c98175d58b0ff5a77f40f1f0a7f3""}]"
"香雪海客栈","住宿服务;旅馆招待所;旅馆招待所","100200","214国道和绿玉路交叉路口西南角(近博爱门)","100.166229,25.677324","{""coordinates"":[100.166229,25.677324],""type"":""Point""}","云南省","大理白族自治州","13887252998;15096963312","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/dbcbe06ca3c256ebbcf80738f5c1b7d5""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/c44e430b7e474d35d3729768e40c44b6""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/da1c1b406d74c68e9d87b464583f665e""}]"
"大理大院子66号民居","住宿服务;旅馆招待所;旅馆招待所","100200","古城东门大院子村6组66号","100.171905,25.698273","{""coordinates"":[100.171905,25.698273],""type"":""Point""}","云南省","大理白族自治州","18987229130;13987203582","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/d24258924abb217a95fc6bcbf7306fb4""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/566c26fb3c42fb2d2ab0b101e9c6d993""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b3c7997a1a5a57c62ce6066e618bea1a""}]"
"苍洱明月客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城东门果子园7组42号(洪武路与玉洱路交汇处南行50米路东)","100.170106,25.698630","{""coordinates"":[100.170106,25.698630],""type"":""Point""}","云南省","大理白族自治州","0872-2504756;13529659752","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/61265d0c22cb0087f4eb3f1a1090ab80""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/d6dc41d893a06bb10413e31dac276cb0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/0da508a25e359ba4c2c8dd1af1ed6d55""}]"
"大理十二号时光国际青年旅舍","住宿服务;旅馆招待所;青年旅舍","100201","大理古城东门果子园271号(大理之眼梦幻大剧场正对面巷子内100米)","100.168667,25.702454","{""coordinates"":[100.168667,25.702454],""type"":""Point""}","云南省","大理白族自治州","0872-2504377;0872-5364820","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/1fbd2528e12678dcc4b78ce43749a74c""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/78e0ad486d5bdf3231214823f33a103a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/04225f8c490a340e54b47b6566110386""}]"
"大理三塔兰水居美文客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理大理镇崇圣寺三塔北侧临近三塔路","100.148685,25.708656","{""coordinates"":[100.148685,25.708656],""type"":""Point""}","云南省","大理白族自治州","18687988732;13987234709","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e43117fa10642b1a8477f87fcb924f9c""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/e799fadd2abbbd36222011b0d8c0dbec""},{""title"":""公共区域,url"":""http://store.is.autonavi.com/showpic/3c6a420b4022dd4b379bb7224786d1a0""}]"
"大理诗莉莉水舍蜜月精品度假酒店","住宿服务;宾馆酒店;宾馆酒店","100100","双廊古镇长育村","100.215062,25.893302","{""coordinates"":[100.215062,25.893302],""type"":""Point""}","云南省","大理白族自治州","0872-2506569;15368986170","[{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/f97150c281d8afd0f6f9a5f5faae0aa5""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/ea761242cd66d39e217ada23be16d55b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/df4c1f538ed9b93b2c1b8a2c2f4580ee""}]"
"祥和居客栈","住宿服务;旅馆招待所;旅馆招待所","100200","喜洲镇市坪街149号(跳菜网吧南侧30米)","100.132703,25.852063","{""coordinates"":[100.132703,25.852063],""type"":""Point""}","云南省","大理白族自治州","15912667945;15877707326","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/c7bea850d3a645d0579812eb90f2000b""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/7bfb8c40488e0b85cf677dd2f5c7625a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/81fc17573c57630ecc1c563e78e72233""}]"
"大理阳光海景公寓","住宿服务;住宿服务相关;住宿服务相关","100000","泰安路泰安桥北艺墅花乡C栋1408","100.224255,25.597187","{""coordinates"":[100.224255,25.597187],""type"":""Point""}","云南省","大理白族自治州","18842646791","[{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/a6b83ff5fd37ed501e407e97d85899c3""},{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/4baa41e3f2b6e9f6b22286e4ff92c64a""},{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/f09ffc6285e2a5b6c61ba6deb3ceff72""}]"
"大理山水间花隼度假别墅","住宿服务;住宿服务相关;住宿服务相关","100000","山水间B04-3(近214国道)","100.165926,25.676593","{""coordinates"":[100.165926,25.676593],""type"":""Point""}","云南省","大理白族自治州","15906668370","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/fdc3caebe933a257219281b8268327b4""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/b117612632b678fd6e9e02016de07dc0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/1b36d918f2f3f9bbabbb62067078989b""}]"
"大理水尚海景度假酒店","住宿服务;宾馆酒店;四星级宾馆","100103","环海西路东150米","100.154849,25.842795","{""coordinates"":[100.154849,25.842795],""type"":""Point""}","云南省","大理白族自治州","0872-2475975","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/6555a28bf95fc1eb12d85e8ff84c88fb""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/56c0158e0bc9f3a467012ccdc9a76b80""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/374caf88de220b434ca3d870b2a2c836""}]"
"晨帆海景客栈","住宿服务;旅馆招待所;旅馆招待所","100200","滨海大道石屏村20号","100.263852,25.607861","{""coordinates"":[100.263852,25.607861],""type"":""Point""}","云南省","大理白族自治州","0872-2123188;13987226588","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/2592a9f1053d3a2f129e15c681fcf440""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/c8d15facb5cdc7ed19ce88b1010e0297""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e411d88402de5f7fb0fcbd22441d28f2""}]"
"昌润海景酒店","住宿服务;宾馆酒店;宾馆酒店","100100","214国道东50米","100.206696,25.620655","{""coordinates"":[100.206696,25.620655],""type"":""Point""}","云南省","大理白族自治州","15750206200;15288398810","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/e57bcbad359e64957ae9f0fe40062cec""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/c3088cf0401b16b975c43daa580b48a2""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/8071708d5080a6817744fed9186e3b50""}]"
"大理喜珊客栈","住宿服务;旅馆招待所;旅馆招待所","100200","喜珊市场内天籁花园对面(近喜州人民法院)","100.124713,25.849537","{""coordinates"":[100.124713,25.849537],""type"":""Point""}","云南省","大理白族自治州","13708661729;13708660500","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/2aeb73540b16936c442d362ddcab7d13""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/5f991e3708baa2d1d84b42286d9312e0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/dc7eb774ed50443f08cceaa7a60bddb3""}]"
"大理花开那年精品客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城南门东侧一塔路下段莲花池118号","100.168963,25.690434","{""coordinates"":[100.168963,25.690434],""type"":""Point""}","云南省","大理白族自治州","0872-2688678;18604694695","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/556abba5c4726af5c6a1ef42ae418016""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/8c31aa3225f64a3bdd6c65d868ca4bd8""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/aef53b8dbee74db573fcf4c877152ac8""}]"
"佳林小院","住宿服务;旅馆招待所;旅馆招待所","100200","一塔路42号大理古城","100.162059,25.698948","{""coordinates"":[100.162059,25.698948],""type"":""Point""}","云南省","大理白族自治州","13577859899","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/afe0cbcac28e2a5a4f690585b1309a19""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/fec570c230ea09e0517216e080292c7f""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2a467c2891149e2035da3fd1d6efadfc""}]"
"大理旗鼓映月客栈","住宿服务;旅馆招待所;旅馆招待所","100200","环海东路","100.229665,25.815322","{""coordinates"":[100.229665,25.815322],""type"":""Point""}","云南省","大理白族自治州","18183720059","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/3c222009258e7d6c8b3340b7b0cc7adf""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/d8eed9424541fd1ed84fafde4995f853""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/10bed5309373d39146536e516e7afa8b""}]"
"大理凤栖梧桐客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城文献路南门村20号","100.166926,25.684310","{""coordinates"":[100.166926,25.684310],""type"":""Point""}","云南省","大理白族自治州","0872-2534937","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/15c144644c8f3ca565e4adbb19dfe987""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/cc5e71d47a75da9782b5309ec22d85fd""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/00ef9e4c3b621965d40ecc0167ced3ed""}]"
"大理秦滇私家别院","住宿服务;旅馆招待所;旅馆招待所|住宿服务;宾馆酒店;宾馆酒店","100200|100100","人民路466号","100.169842,25.696064","{""coordinates"":[100.169842,25.696064],""type"":""Point""}","云南省","大理白族自治州","0872-2380299;0872-2380819;15393954029","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/73adfc442d7fd0c1dd24ec36e8fc14ce""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/4626acdd34c4eebe1fb59146cf22994f""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/dc0b75177814f4f02b9ad9ab372c6014""}]"
"邂逅大理","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城文献路(离古城南门300米)","100.167565,25.685322","{""coordinates"":[100.167565,25.685322],""type"":""Point""}","云南省","大理白族自治州","0872-2534708;18608725860","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/4b91499023327a0687cd5df83fb53445""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/7910a85e920763809f1d5b8e24edca0f""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/71de4f24a79fc4f8874d37d869e559e4""}]"
"大理金桂庄园酒店","住宿服务;宾馆酒店;宾馆酒店","100100","双鹤路77号(大理古城旅游汽车客运站斜对面)","100.167379,25.688236","{""coordinates"":[100.167379,25.688236],""type"":""Point""}","云南省","大理白族自治州","0872-2560990","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/0c769641297e704387c87031bf962c49""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/e25eba62e83385e248c538ab3585f736""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/11d6b90162c4476f8bc097323848d1d9""}]"
"大理水岸阳光精品度假酒店","住宿服务;住宿服务相关;住宿服务相关","100000","双廊镇岛依旁村(南诏风情岛观音对面)","100.194340,25.901382","{""coordinates"":[100.194340,25.901382],""type"":""Point""}","云南省","大理白族自治州","15388729755","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/d633d0d24edf13d78e7a598ac630c771""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/70d974b119f412ad1a12b3e17a1c8ed7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b3e2e385d71a807829f2dc48b0ef29de""}]"
"游旅客栈","住宿服务;旅馆招待所;旅馆招待所","100200","文献路65号(距离古城搂步行街300米)","100.165174,25.685363","{""coordinates"":[100.165174,25.685363],""type"":""Point""}","云南省","大理白族自治州","18587208410","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/d495f3d21ade2e43eace7b05d5dc30b5""},{""title"":""公共区域,url"":""http://store.is.autonavi.com/showpic/6a2124453eb1034f34fba43d7c0c2c17""},{""title"":""其他,url"":""http://store.is.autonavi.com/showpic/4a26164ace75e39c7cc90ca4a7006c8b""}]"
"大理舍得闲庭精品客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城才村码头月华路村委会对面","100.190697,25.716699","{""coordinates"":[100.190697,25.716699],""type"":""Point""}","云南省","大理白族自治州","0872-2691818;18687287170;0872-2691819","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/76f1a37bca4a5972ede7453fcfff170e""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/8d1bc72bcf52e307c4bbee9d5a612490""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/99fe05e3f26c7851249bcedfcde2eeb8""}]"
"大理古城心驿空灵养生禅苑","住宿服务;旅馆招待所;旅馆招待所","100200","文献路45号","100.163660,25.685978","{""coordinates"":[100.163660,25.685978],""type"":""Point""}","云南省","大理白族自治州","18087206542;0872-2680032","[{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/43a027812d692b4b9696f62b99dfaaaa""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/26a67908185102f385327a9d329988ed""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/ed1d57feecd922e4c11017a0a3ee3f87""}]"
"大理国青居","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城北门洪家村58号(中和路北)","100.162014,25.701645","{""coordinates"":[100.162014,25.701645],""type"":""Point""}","云南省","大理白族自治州","13330556820","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/93d67da14e461a6963369d28ac2dceaf""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/b7208c0f70f4c7d4dcbf718f498a26a7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b07a352e05215ff889de96bb247a8f3f""}]"
"大理栖悦客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理镇才村16组200号(才村码头300米)","100.191649,25.720286","{""coordinates"":[100.191649,25.720286],""type"":""Point""}","云南省","大理白族自治州","0872-2691387;18987241435","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/32a65ec9686c7831c6a589abff3e988f""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/dc21c759ecd5cd3c56f34b15bee04f8a""},{""title"":""公共区域,url"":""http://store.is.autonavi.com/showpic/47154098a742b357462a3f8fdf7afe76""}]"
"大理在他乡客栈青年旅舍(古城东门店)","住宿服务;旅馆招待所;旅馆招待所","100200","一塔路42号大理古城内","100.170882,25.700501","{""coordinates"":[100.170882,25.700501],""type"":""Point""}","云南省","大理白族自治州","18664790118;18613056197","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/3096e234fc15694183c14ce0c0f28fc9""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/652472e0c520514f50eb1b472a5406e8""},{""title"":""公共区域,url"":""http://store.is.autonavi.com/showpic/68ad062a4b941cb914b60e40e5facebe""}]"
"洪家客栈","住宿服务;住宿服务相关;住宿服务相关","100000","大理镇观音塘张家花园上末村","100.180480,25.657350","{""coordinates"":[100.180480,25.657350],""type"":""Point""}","云南省","大理白族自治州","13759597949;13508722552","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/7eaa580cbf23a2b1334f18592404aa2e""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/46ad25104e8037153f4aafa3daf61641""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/0cf3f8c4dd97dd1ef41162ffca08c2fc""}]"
"大理才村半舍近海民宿","住宿服务;住宿服务相关;住宿服务相关","100000","月华路北100米","100.193467,25.718947","{""coordinates"":[100.193467,25.718947],""type"":""Point""}","云南省","大理白族自治州","15388779673;18487529985","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/082d41533782025480384ed580eabbe4""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/aabb9fcefce60b1f901435b0a543ad5c""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/47efae1f55f99b2e791f6b2d54029e68""}]"
"西风瘦马客栈(大理喜州海景店)","住宿服务;旅馆招待所;旅馆招待所","100200","大理喜州镇永兴环海路边","100.129634,25.876424","{""coordinates"":[100.129634,25.876424],""type"":""Point""}","云南省","大理白族自治州","18908726819","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/7265acfcebdc83179b3bbaaebc771728""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/c8336464c0b699c7a716f0d1a8a95dcf""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f36a9305ef9045e5241a587864498e8c""}]"
"迎滨酒店","住宿服务;住宿服务相关;住宿服务相关","100000","下关雪人路兴隆村52号滇西司法鉴定中心斜对面","100.213911,25.601539","{""coordinates"":[100.213911,25.601539],""type"":""Point""}","云南省","大理白族自治州","18387253998;18787296983","[{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/3a30b9358b149a77c968f8c1d91daf96""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/3a190f1c1442a5dddd60122585005a76""},{""title"":""公共区域,url"":""http://store.is.autonavi.com/showpic/0deda9fd7cc00e6352dc16f803034fd9""}]"
"吐火罗部落壹号驿站","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城洪武路果子园村250号","100.169479,25.702102","{""coordinates"":[100.169479,25.702102],""type"":""Point""}","云南省","大理白族自治州","15368999569","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/c1079fdef49c6c477040d5ccd1fa3473""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/4b736f107de4299a3787add70111a08e""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b82112bfbcc124799e4d80ec983bea03""}]"
"欣星酒店","住宿服务;宾馆酒店;宾馆酒店","100100","下关镇人民南路福星村","100.221037,25.574135","{""coordinates"":[100.221037,25.574135],""type"":""Point""}","云南省","大理白族自治州","0872-2191726","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/5571d16da3103f4075efa80f""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/894b4696e53069f76e858c4990b2e304""}]"
"大理双廊梧桐青年旅舍","住宿服务;住宿服务相关;住宿服务相关","100000","双廊镇寺前食铺巷子40米左右","100.192747,25.915094","{""coordinates"":[100.192747,25.915094],""type"":""Point""}","云南省","大理白族自治州","15368728388;15368728288","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/c7a2536a58df9ae550c6962949f0a61c""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/8e6e2550961854163880aab0493282a2""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/13a0fb1f7d81dc8cb33df1cd71384149""}]"
"大理双廊沐水蓝湾客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大建旁村洱海边","100.196257,25.900806","{""coordinates"":[100.196257,25.900806],""type"":""Point""}","云南省","大理白族自治州","0872-2503880;15398729688;13308728431","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/84361d307166d574ba778a6ee2f22513""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/2638cca394f96f300d0a6f036a5a5e1c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/91218114c84bc8c33ba1030fb005146d""}]"
"苍海小院客栈","住宿服务;宾馆酒店;宾馆酒店","100100","龙龛码头生久村287号","100.201187,25.702857","{""coordinates"":[100.201187,25.702857],""type"":""Point""}","云南省","大理白族自治州","0872-5363888;18187200608;18608880896","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/1466476c9f7570548b39fc81badc58f4""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/046df7d778ac94392533e6c6c53dcfc7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/9f7467cf86294372e5ad22758a0b8920""}]"
"玉竹小院","住宿服务;住宿服务相关;住宿服务相关","100000","大理古城南门文献路70号路口东榨口左转美术馆对面","100.165797,25.685727","{""coordinates"":[100.165797,25.685727],""type"":""Point""}","云南省","大理白族自治州","15368999898","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/b24bdddd34ee3fdff1308606a7bb9a6f""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/37ff45063a0a460d7ba22ec502f489b1""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/fc83bdcded8c0a7d9636b226185e39ca""}]"
"龙门客栈(叶榆路)","住宿服务;旅馆招待所;旅馆招待所","100200","大理古城平等路147号","100.164229,25.700469","{""coordinates"":[100.164229,25.700469],""type"":""Point""}","云南省","大理白族自治州","0872-2534800;13388727110","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/3a5045c7e6cbe1bec5804cf147c2d2de""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/1c0ebbeb1b0fa4020c962dc122906c35""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6d08d677df039fde1194b7ee2244be0e""}]"
"大理隐居洱海影像主题酒店","住宿服务;宾馆酒店;宾馆酒店","100100","石房子洱海传奇小区B39号","100.287147,25.638265","{""coordinates"":[100.287147,25.638265],""type"":""Point""}","云南省","大理白族自治州","0872-2530000","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/5a719071117adde2a9bf50c4273c0f63""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/67b2c2cf52ea64cbbb9ccaa171e8c2ab""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bd5042deab8f22cf5d569cbfaed7a973""}]"
"大理背包驿站","住宿服务;住宿服务相关;住宿服务相关","100000","文献路195号","100.164420,25.686352","{""coordinates"":[100.164420,25.686352],""type"":""Point""}","云南省","大理白族自治州","13591558754","[{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/d477b5d56aa3e809497b799c32c5475f""},{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/348060df1b617aa5b2a3a316cd1d6bd0""},{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/b9acc7b3d0d2d930f534c995d6ee7f15""}]"
"青逸居","住宿服务;住宿服务相关;住宿服务相关","100000","大理镇西门隐仙路升辉大酒店西200米","100.152879,25.692980","{""coordinates"":[100.152879,25.692980],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2a57622d79691a335727da9a9398f47e""}]"
"大理双廊临海听涛客栈","住宿服务;旅馆招待所;旅馆招待所","100200","双廊古镇内吉祥红对面小巷内","100.192634,25.911091","{""coordinates"":[100.192634,25.911091],""type"":""Point""}","云南省","大理白族自治州","15187298791","[{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/4e97fbe8-81c5-462b-9590-038bbc392498.jpg""},{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/8e90c443-bed5-4ae7-83b8-3e6a815b0f17.jpg""},{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/6e168d36-5fad-4b22-926e-17a714e4144d.jpg""}]"
"大平酒店","住宿服务;宾馆酒店;宾馆酒店","100100","环城南路大理天龙医院对面","100.228260,25.576649","{""coordinates"":[100.228260,25.576649],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/0a3a3966424c24bd2e25b1bcf164118c""}]"
"随缘居客栈","住宿服务;旅馆招待所;旅馆招待所","100200","环海路附近","100.192511,25.916009","{""coordinates"":[100.192511,25.916009],""type"":""Point""}","云南省","大理白族自治州","13577881969;13308727307","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/3ec8f27c866fbf6325043a1b925720e4""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a0ff923c721abee1f7eff7e0e66493c8""},{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/061fecc91bbdd1b8ad37d65dcda2ff5c""}]"
"大理古城翰墨香书院","住宿服务;宾馆酒店;宾馆酒店|科教文化服务;培训机构;培训机构","100100|141400","大理古城东门村","100.170980,25.701995","{""coordinates"":[100.170980,25.701995],""type"":""Point""}","云南省","大理白族自治州","15393946222","[{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/7d269864c322929f7fdb49a4a61801fa""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/57552319cef2530407823e416eeec39d""},{""title"":""客房,url"":""http://store.is.autonavi.com/showpic/fa61152bd630e01212ed6da011bcf187""}]"
"金龙旅社","住宿服务;旅馆招待所;旅馆招待所","100200","下关宁和巷18号","100.223700,25.583468","{""coordinates"":[100.223700,25.583468],""type"":""Point""}","云南省","大理白族自治州","0872-2164142","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/84df3931619da16c26de2b4b17e72585""}]"
"迦南客栈","住宿服务;旅馆招待所;旅馆招待所","100200","大理镇大理古城学府路17号","100.157719,25.676124","{""coordinates"":[100.157719,25.676124],""type"":""Point""}","云南省","大理白族自治州","18708727611","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/b7f6c0712cb59ab774c42570067450a6""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/2f8a7fb628a688f08185e04d7f86f35f""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/1cb94fee3ccbe76ccaa7b127a7b3a942""}]"
"农家旅馆(宁和巷)","住宿服务;旅馆招待所;旅馆招待所","100200","宁和巷16号","100.223399,25.584440","{""coordinates"":[100.223399,25.584440],""type"":""Point""}","云南省","大理白族自治州","0872-2133361","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/5571d239a3103f4075efe35b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e353cc31de8c70ac5f4bb6bd64318bee""}]"
"滨海楼客栈","住宿服务;旅馆招待所;旅馆招待所","100200","挖色镇挖色镇挖色码头旁、近环海东路","100.225930,25.823597","{""coordinates"":[100.225930,25.823597],""type"":""Point""}","云南省","大理白族自治州","0872-2468283;15752795190","[{""title"":""外观,url"":""http://store.is.autonavi.com/showpic/e8b2dbfe3f9777053f263afa514aa087""},{""title"":""酒店外观,url"":""http://store.is.autonavi.com/showpic/49576bab6ae26dfaf4e9342bfff4c805""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b88603daf935670e5f2e5d310ec1e598""}]"
